FMID,MarketName,MarketNameAndState,Website,Facebook,FacebookClustered,FacebookUnclear,FacebookUsernameNoAt,FacebookUsernamesWithAt,FacebookUsernamesToURL,FacebookValidURLS,Twitter,TwitterClustered,TwitterUsernamesNoAt,TwitterUsernameWithAt,TwitterUsernameToUrls,TwitterValidUrls,Youtube,YoutubeAccountNames,YoutubeUsernames,YoutubeURLs,OtherMedia,OtherMediaCopy,Instagram,InstagramExtractUsername,InstagramAmbiguous,InstagramToManuallyClean,InstagramUsername,InstagramURLS,street,city,County,State,zip,Season1Date,Season1DateToConvert,Season1DateInvalid,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,updateYear
1012351,St. Joseph Farmers Market,St. Joseph Farmers Market | Minnesota,http://www.stjosephfarmersmarket.com/,https://www.facebook.com/stjosephfarmersmarket/?fref=ts,https://www.facebook.com/stjosephfarmersmarket/?fref=ts,,,,,https://www.facebook.com/stjosephfarmersmarket/?fref=ts,,,,,,,,,,,,,,,,,,,"610 N. Co. Rd. 2, St. Joseph, MN",St. Joseph,Stearns,Minnesota,56374,05/13/2016 to 09/09/2016,,,Fri: 3:00 PM-6:30 PM;,09/16/2016 to ,Fri: 3:00 PM-7:00 PM;,09/23/2016 to 10/21/2016,Fri: 3:00 PM-6:00 PM;,,,-94.317978,45.570732,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/8/2016 9:59:42 AM,2016-01-01T01:00:00Z
1003598,St. Joseph's Hospital Health Center's Mobile Market,St. Joseph's Hospital Health Center's Mobile Market | New York,,,,,,,,,,,,,,,,,,,,,,,,,,,206 Prospect Ave.,Syracuse,Onondaga,New York,,,,,,,,,,,,-76.148399,43.054699,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1008735,St. Louis Community Farmers' Market,St. Louis Community Farmers' Market | Missouri,http://groups.google.com/group/stlcfm ,,,,,,,,,,,,,,,,,,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=177,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=177,,,,,,,3664 Arsenal Street,St. Louis,St. Louis City,Missouri,63116,11/09/2013 to 04/12/2014,,,Sat: 9:00 AM-1:00 PM;,,,,,,,-90.244812,38.602772,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 10:32:18 AM,2013-01-01T01:00:00Z
1019277,St. Louis Farmers Market,St. Louis Farmers Market | Michigan,https://www.gratiotfarmersmarkets.com/,https://www.facebook.com/stlouisfm/,https://www.facebook.com/stlouisfm/,,,,,https://www.facebook.com/stlouisfm/,https://www.twitter.com/stlouisfm,https://www.twitter.com/stlouisfm,,,,https://www.twitter.com/stlouisfm,,,,,https://www.instagram.com/stlouisfm/,https://www.instagram.com/stlouisfm/,https://www.instagram.com/stlouisfm/,,,,,https://www.instagram.com/stlouisfm/,300 North. Mill Street,St. Louis,Gratiot,Michigan,48880,06/07/2018 to 10/25/2018,,,Thu: 2:00 PM-6:00 PM;,,,,,,,-84.608215,43.411118,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,9/25/2018 12:38:38 PM,2018-01-01T01:00:00Z
1003235,St. Luke's Farmers Market,St. Luke's Farmers Market | Minnesota,http://www.stpaulfarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Luke's Church, Summit & Lexington St.",St. Paul,Ramsey,Minnesota,55101,,,,,,,,,,,-93.0877,44.960899,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1002928,St. Luke's SteelStacks Farmers Market,St. Luke's SteelStacks Farmers Market | Pennsylvania,http://www.artsquest.org/markets,,,,,,,,,,,,,,,,,,,,,,,,,,101 Founders Way,Bethlehem,Northampton,Pennsylvania,18015,"Jan 12, 2012 to March 30, 2012","Jan 12, 2012 to March 30, 2012",,Thu:3:00 PM - 7:00 PM;Sat:12:00 PM - 4:00 PM;,"Aug 23, 2012 to Nov 1, 2012",Thu:3:00 PM - 7:00 PM;Thu:3:00 PM - 7:00 PM;,November to November,Thu:3:00 PM - 7:00 PM;,,,-75.367271,40.614311,Healthcare Institution,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/27/2012 6:56:21 PM,2012-01-01T01:00:00Z
1019628,St. Maries Farmers Market,St. Maries Farmers Market | Idaho,,https://www.facebook.com/stmariesfarmersmarkets/,https://www.facebook.com/stmariesfarmersmarkets/,,,,,https://www.facebook.com/stmariesfarmersmarkets/,,,,,,,,,,,https://www.instagram.com/stmariesfarmersmarket/,https://www.instagram.com/stmariesfarmersmarket/,https://www.instagram.com/stmariesfarmersmarket/,,,,,https://www.instagram.com/stmariesfarmersmarket/,,St. Maries,Benewah,Idaho,83861,06/07/2019 to 09/27/2019,,,Fri: 4:00 PM-7:00 PM;,,,,,,,-116.58645,47.318287,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,7/16/2019 11:36:34 AM,2019-01-01T01:00:00Z
1011219,St. Mark's and St. John's Farm Stand,St. Mark's and St. John's Farm Stand | New York,,,,,,,,,,,,,,,,,,,,,,,,,,,1245 Culver Road,Rochester,Monroe,New York,14609,07/11/2015 to 09/12/2015,,,Sat: 9:30 AM-12:30 PM;,,,,,,,-77.562187,43.168068,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:31:33 AM,2015-01-01T01:00:00Z
1000076,St. Mark's Church Greenmarket,St. Mark's Church Greenmarket | New York,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,,https://www.facebook.com/ManhattanGreenmarkets,,,,,,,,,,,,,,,,,,,E 10 St. & 2 Av,New York,New York,New York,10003,06/04/2013 to 11/26/2013,,,Tue: 8:00 AM-7:00 PM;,,,,,,,-73.986816,40.729752,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/23/2013 3:41:12 PM,2013-01-01T01:00:00Z
1004893,St. Mary's Market Days,St. Mary's Market Days | Indiana,http://www.stmarys.org,,,,,,,,,,,,,,,,,,,,,,,,,,3700 Washington Avenue,Evansville,Vanderburgh,Indiana,47750,June to September,June to September,,Thu:8:30 AM - 1:00 PM;,,,,,,,-87.50396,37.963619,Healthcare Institution,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 3:41:06 PM,2012-01-01T01:00:00Z
1007198,St. Marys Farmers Market,St. Marys Farmers Market | West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,411 3rd Street,St. Marys,Pleasants County,West Virginia,,,,,,,,,,,,-81.203903,39.3909,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1004402,St. Matthews Farmers Market,St. Matthews Farmers Market | Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,330 N. Hubbard Lane,Louisville,Jefferson,Kentucky,40207,,,,,,,,,,,-85.645401,38.251202,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1019675,St. Michaels Farmers Market,St. Michaels Farmers Market | Maryland,,https://www.facebook.com/loveyourfarmer/,https://www.facebook.com/loveyourfarmer/,,,,,https://www.facebook.com/loveyourfarmer/,,,,,,,,,,,https://www.instagram.com/explore/locations/92355524/st-michaels-farmers-market/,https://www.instagram.com/explore/locations/92355524/st-michaels-farmers-market/,https://www.instagram.com/explore/locations/92355524/st-michaels-farmers-market/,,,,,https://www.instagram.com/explore/locations/92355524/st-michaels-farmers-market/,204 S Talbot St,St. Michaels,Talbot,Maryland,21663,04/13/2019 to 11/23/2019,,,Sat: 8:30 AM-11:30 AM;,,,,,,,-76.225204,38.78516,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,8/8/2019 12:52:24 PM,2019-01-01T01:00:00Z
1000123,St. Olaf Community Campus Farmers Market,St. Olaf Community Campus Farmers Market | Minnesota,http://www.iatp.org/minimarkets,,,,,,,,,,,,,,,,,,,,,,,,,,2901 Emerson Ave S,Minneapolis,Hennepin,Minnesota,55411,July to September,July to September,,Wed:4:00 PM - 7:00 PM;,,,,,,,-93.294716,44.950615,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,N,Y,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/11/2012 3:03:18 PM,2012-01-01T01:00:00Z
1007809,St. Paul Farmers Market ,St. Paul Farmers Market  | Minnesota,http://www.stpaulfarmersmarket.com,http://www.facebook.com/stpaulfarmersmarket.com,http://www.facebook.com/stpaulfarmersmarket.com,,,,,http://www.facebook.com/stpaulfarmersmarket.com,https//twitter.com/StPaulMarket,https//twitter.com/StPaulMarket,,,,https//twitter.com/StPaulMarket,,,,,,,,,,,,,290 5th Street E,St. Paul,Ramsey,Minnesota,55101,04/30/2016 to 11/20/2016,,,Sat: 6:00 AM-1:00 PM;Sun: 8:00 AM-1:00 PM;,12/03/2016 to 04/22/2017,Sat: 9:00 AM-1:00 PM;,,,,,-93.08551,44.949753,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,4/1/2016 1:06:32 PM,2016-01-01T01:00:00Z
1007810,St. Paul Farmers' Market,St. Paul Farmers' Market | Minnesota,http://www.stpaulfarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,210 Holyoke,Lakeville,Dakota,Minnesota,55044,,,,,,,,,,,-93.242897,44.6451,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/26/2018 5:02:51 PM,2018-01-01T01:00:00Z
1004429,St. Paul UCC Farmers' Market,St. Paul UCC Farmers' Market | Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,1302 F Street,Lincoln,Lancaster,Nebraska,68508,05/28/2013 to 10/01/2013,,,Tue: 4:30 PM-7:30 PM;,,,,,,,-96.702202,40.805073,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/17/2013 12:33:16 PM,2013-01-01T01:00:00Z
1006894,St. Paul's Farmers Market,St. Paul's Farmers Market | New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,Rts. 0 166,Beachwood,Ocean,New Jersey,,,,,,,,,,,,-74.188301,39.937698,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1007641,St. Peter Farmers Market,St. Peter Farmers Market | Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,Grace and US Hwy 169,St. Peter,Nicollet,Minnesota,56082,,,,,,,,,,,-93.958,44.323299,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1012278,St. Petersburg Saturday Morning Market,St. Petersburg Saturday Morning Market | Florida,http://www.saturdaymorningmarket.com,https://www.facebook.com/Saturday-Morning-Market,https://www.facebook.com/Saturday-Morning-Market,,,,,https://www.facebook.com/Saturday-Morning-Market,SPSatAMMkt,SPSatAMMkt,@SPSatAMMkt,@SPSatAMMkt,https://www.twitter.com/SPSatAMMkt,https://www.twitter.com/SPSatAMMkt,,,,,,,,,,,,,First Street and First Avenue South,St Petersburg,Pinellas,Florida,33701,10/06/2018 to 05/25/2019,,,Sat: 9:00 AM-2:00 PM;,06/01/2019 to 08/31/2019,Sat: 9:00 AM-1:00 PM;,,,,,-82.633652,27.769964,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,12/21/2018 10:42:01 PM,2018-01-01T01:00:00Z
1011940,St. Stanislaus of Michigan City Farmer's Market,St. Stanislaus of Michigan City Farmer's Market | Indiana,,https://m.facebook.com/ststansfarmersmarket/,https://m.facebook.com/ststansfarmersmarket/,,,,,https://m.facebook.com/ststansfarmersmarket/,,,,,,,,,,,,,,,,,,,109 Ann Street,Michigan City,LaPorte,Indiana,46360,04/30/2016 to 10/29/2016,,,Sat: 8:00 AM-1:00 PM;,,,,,,,-86.896988,41.707848,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,5/9/2016 2:05:59 PM,2016-01-01T01:00:00Z
1011217,St. Stephen's Farm Stand,St. Stephen's Farm Stand | New York,,,,,,,,,,,,,,,,,,,,,,,,,,,350 Chili Avenue,Rochester,Monroe,New York,14611,07/09/2015 to 09/03/2015,,,Thu: 3:00 PM-7:00 PM;,,,,,,,-77.646065,43.147449,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:29:03 AM,2015-01-01T01:00:00Z
1007227,St. Ursula Parish,St. Ursula Parish | Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,Duncan Ave @ Kirk Ave,Allison Park,Allegheny,Pennsylvania,15101,,,,,,,,,,,-79.962402,40.559502,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 26 2010  2:02PM,2010-01-01T01:00:00Z
1005615,St.John Farmers Market,St.John Farmers Market | Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,4th & Main,St. John,Stafford,Kansas,67576,,,,,,,,,,,-98.761597,38.002399,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1009337,Stadium Village Farmers Market ,Stadium Village Farmers Market  | Indiana,,https://www.facebook.com/StadiumVillageMarket,https://www.facebook.com/StadiumVillageMarket,,,,,https://www.facebook.com/StadiumVillageMarket,,,,,,,,,,,,,,,,,,,801 South Meridian Street,Indianapolis,,Indiana,46225,,,,,,,,,,,-86.158897,39.756401,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-01-01T01:00:00Z
1012766,Stafford Community Farmers' Market,Stafford Community Farmers' Market | Connecticut,http://Www.staffordcommunityfarmersmarket.com,Stafford Community Farmers Market,Stafford Community Farmers Market,Stafford Community Farmers Market,,,,,,,,,,,,,,,,,,,,,,,31 Main Street,Stafford Springs,Tolland,Connecticut,06076,06/16/2018 to 10/27/2018,,,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.304726,41.953552,,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,7/26/2018 4:12:04 PM,2018-01-01T01:00:00Z
1007657,STAMFORD - BARTLETT ARBORETUM & GARDENS FARMERS MARKET,STAMFORD - BARTLETT ARBORETUM & GARDENS FARMERS MARKET | Connecticut,http://www.bartlettarboretum.org/newsevents/farmersmarket2009/,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartlett Arboretum & Gardens, 151 Brookdale Road",Stamford,Fairfield,Connecticut,06901,,,,,,,,,,,-73.537697,41.055,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1007498,Stamford - High RidgeFarmers' Market,Stamford - High RidgeFarmers' Market | Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 High Ridge Road,Stamford,Fairfield,Connecticut,06901,,,,,,,,,,,-73.548302,41.105701,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1007476,Stamford Farmers Market,Stamford Farmers Market | Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,"Latham Park, Lower Prospect and Forest Streets",Stamford,Fairfield,Connecticut,,,,,,,,,,,,-73.535103,41.056599,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1007512,Stamford Museum & Nature Center Farmers Market,Stamford Museum & Nature Center Farmers Market | Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,39 Scofieldtown Road,Stamford,Fairfield,Connecticut,,,,,,,,,,,,-73.545197,41.1236,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1000291,Stanford CFM,Stanford CFM | California,,,,,,,,,,,,,,,,,,,,,,,,,,,Tressider Union,Standord,Santa Clara,California,94305,,,,,,,,,,,-122.171,37.4244,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1000153,Stanford Farmers Market,Stanford Farmers Market | Montana,http://www.stanfordfarmersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford,Judith Basin,Montana,,,,,,,,,,,,-110.349,47.2719,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1004260,STANLEY FARMERS MARKET,STANLEY FARMERS MARKET | Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,STANLEY,Chippewa,Wisconsin,,,,,,,,,,,,-90.9366,44.959801,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1018211,Stanly Commons Farmers Market,Stanly Commons Farmers Market | North Carolina,,Stanly Commons Farmers Market,Stanly Commons Farmers Market,Stanly Commons Farmers Market,,,,,,,,,,,,,,,Instagram:  stanlycommonsfarmersmarket,Instagram:  stanlycommonsfarmersmarket,Instagram: stanlycommonsfarmersmarket,Instagram: stanlycommonsfarmersmarket,,,stanlycommonsfarmersmarket,https://www.instagram.com/stanlycommonsfarmersmarket,1000 N. First St.,Albemarle ,Stanly,North Carolina,28001,01/01/2018 to 12/31/2018,,,Mon: 9:00 AM-1:00 PM;,,,,,,,-80.19722,35.366184,,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,7/28/2018 8:06:55 PM,2018-01-01T01:00:00Z
1000032,Stanton & Turner Open Air Farmers Market,Stanton & Turner Open Air Farmers Market | District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanton and Alabama Avenue SE,Washington,District of Columbia,District of Columbia,20020,,,,,,,,,,,-76.975197,38.8507,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1011056,Stapleton Fresh Market,Stapleton Fresh Market | Colorado,http://coloradofreshmarkets.com,Colorado Fresh Markets,Colorado Fresh Markets,Colorado Fresh Markets,,,,,ColoradoFreshMarkets@COfreshmarkets,ColoradoFreshMarkets@COfreshmarkets,,,,,,,,,,,,,,,,,,Denver,Denver,Colorado,,06/21/2015 to 10/11/2015,,,Sun: 8:30 AM-12:30 PM;,,,,,,,-104.89974,39.758041,,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/22/2015 7:32:29 PM,2015-01-01T01:00:00Z
1003761,Star Valley Farmers' Market,Star Valley Farmers' Market | Wyoming,http://www.starvalleyfarmersmarket.org,,,,,,,,,,,,,,,,,,,,,,,,,,981 North Main Street (Highway 89),Thayne,Lincoln,Wyoming,83127,,,,,,,,,,,-111.004,42.9258,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  2 2010 10:41AM,2010-01-01T01:00:00Z
1011758,StarkFresh Corridor Farmer's Market,StarkFresh Corridor Farmer's Market | Ohio,http://www.starkfresh.org,www.facebook.com/starkfresh,www.facebook.com/starkfresh,,,,,www.facebook.com/starkfresh,,,,,,,,,,,,,,,,,,,1800 block of Mahoning Rd. NE,Canton,Stark,Ohio,44705,07/07/2016 to 10/06/2016,,,Thu: 3:00 PM-6:00 PM;,,,,,,,-81.351517,40.808887,,Y,N,Y,Y,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,1/22/2016 10:54:27 AM,2016-01-01T01:00:00Z
1000155,Starkville Community Market,Starkville Community Market | Mississippi,http://www.visit.starkville.org/market,https://www.facebook.com/mscollegetown,https://www.facebook.com/mscollegetown,,,,,https://www.facebook.com/mscollegetown,https://twitter.com/mscollegetown,https://twitter.com/mscollegetown,,,,https://twitter.com/mscollegetown,,,,,Pinterest ,Pinterest ,,,,,,,,Starkville,Oktibbeha,Mississippi,39759,05/04/2013 to 08/31/2013,,,Tue: 4:00 PM-6:00 PM;Sat: 7:30 AM-10:30 AM;,,,,,,,-88.814163,33.46286,Other,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,5/12/2014 1:51:29 PM,2014-01-01T01:00:00Z
1001522,State Center Community Farmers' Market,State Center Community Farmers' Market | Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,300 West Preston Street,Baltimore,Baltimore City,Maryland,21201,05/14/2014 to 11/12/2014,,,Wed: 10:00 AM-2:00 PM;,,,,,,,-76.622696,39.302067,Federal/State government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/1/2014 1:49:30 PM,2014-01-01T01:00:00Z
1000361,State Center Farmers Market,State Center Farmers Market | Iowa,,https://www.facebook.com/statecenterfarmersmarket,https://www.facebook.com/statecenterfarmersmarket,,,,,https://www.facebook.com/statecenterfarmersmarket,,,,,,,,,,,,,,,,,,,100 block of West Main Street,State Center,Marshall,Iowa,50247,05/22/2015 to 10/09/2015,,,Fri: 5:00 PM-7:00 PM;,,,,,,,-93.164574,42.016468,,Y,Y,Y,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,3/27/2015 1:27:43 PM,2015-01-01T01:00:00Z
1007120,STATE COLLEGE FM,STATE COLLEGE FM | Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,Locust Lane,State College,Centre County,Pennsylvania,,,,,,,,,,,,-77.8564,40.795101,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011-01-01T01:00:00Z
1010555,State Farmers Market ,State Farmers Market  | North Carolina,http://www.ncagr.gov,North Carolina state farmers market ,North Carolina state farmers market ,North Carolina state farmers market ,,,,,,,,,,,,,,,,,,,,,,,1201 Agriculture St ,Raleigh ,Wake,North Carolina,27603,01/01/2014 to 12/31/2014,,,Sat: 8:00 AM-3:00 PM;,,,,,,,-78.662735,35.763634,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/26/2014 12:39:19 PM,2014-01-01T01:00:00Z
1001980,State Street Farmers Market,State Street Farmers Market | Tennessee,http://www.brisltn.org/venue/farmersmarketindex.html,,,,,,,,,,,,,,,,,,,,,,,,,,Stat Street,Bristol,Sullivan,Tennessee,37625,,,,,,,,,,,-82.138802,36.5844,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009-01-01T01:00:00Z
1010401,Statehouse Market,Statehouse Market | Indiana,http://www.statehousemarket.com/,https://www.facebook.com/StatehouseMarket,https://www.facebook.com/StatehouseMarket,,,,,https://www.facebook.com/StatehouseMarket,https://twitter.com/statehousemkt/,https://twitter.com/statehousemkt/,,,,https://twitter.com/statehousemkt/,https://www.youtube.com/channel/UCa4gS6Hm3Cp9I3YSaxzoAow,,,https://www.youtube.com/channel/UCa4gS6Hm3Cp9I3YSaxzoAow,,,,,,,,,Robert D. Orr Plaza,"Indianapolis,",Marion,Indiana,46204,,,,Thu: 10:30 AM-1:30 PM;,,,,,,,-86.165382,39.768688,Local government building grounds,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,8/5/2014 10:19:46 AM,2014-01-01T01:00:00Z
1000082,Staten Island Ferry/Whitehall Greenmarket,Staten Island Ferry/Whitehall Greenmarket | New York,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,,https://www.facebook.com/ManhattanGreenmarkets,,,,,,,,,,,,,,,,,,,4 South Street (inside terminal),New York,New York,New York,10004,01/01/2013 to 12/31/2013,,,Tue: 8:00 AM-7:00 PM;Fri: 8:00 AM-7:00 PM;,,,,,,,-74.013649,40.701954,Other,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 3:16:44 PM,2013-01-01T01:00:00Z
1000094,Staten Island Mall Greenmarket,Staten Island Mall Greenmarket | New York,http://www.grownyc.org,https://www.facebook.com/StatenIslandGreenmarkets,https://www.facebook.com/StatenIslandGreenmarkets,,,,,https://www.facebook.com/StatenIslandGreenmarkets,,,,,,,,,,,,,,,,,,,Richmond Ave Entrance (Parking Lot),Staten Island,Richmond,New York,10314,06/15/2013 to 11/23/2013,,,Sat: 8:00 AM-3:00 PM;,,,,,,,-74.16291,40.603428,Private business parking lot,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 2:47:04 PM,2013-01-01T01:00:00Z
